,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,direction,from_stop_no,from_lat,from_long,to_lat,to_long,to_stop_no
201,7006,marathon chowk teen hath naka,kapur bawdi,42,210,down,56,19.187546,72.964029,19.221197,72.977952,49
202,7006,nency colony,kapur bawdi,5,100,up,9,19.237912,72.863431,19.221197,72.977952,49
203,7006,omkareshwar mandir,kapur bawdi,9,180,up,7,19.231425,72.862322,19.221197,72.977952,49
204,7006,ovale village,kapur bawdi,25,250,up,32,19.276025,72.959046,19.221197,72.977952,49
205,7006,patli pada,kapur bawdi,22,110,up,43,19.246131,72.975986,19.221197,72.977952,49
206,7006,thane station east,kapur bawdi,21,210,down,61,19.18517,72.97561,19.221197,72.977952,49
207,7006,versova bridge,kapur bawdi,11,165,up,24,19.284969,72.904808,19.221197,72.977952,49
208,7006,waghbil,kapur bawdi,13,65,up,41,19.252563,72.972696,19.221197,72.977952,49
209,7006,western hotel laxmi baug,kapur bawdi,3,60,up,21,19.27639,72.888952,19.221197,72.977952,49
210,7006,anand nagar,louis wadi,55,550,up,37,19.264687,72.967836,19.195812,72.962565,55
211,7006,bhayandar pada,louis wadi,13,195,up,30,19.283685,72.952358,19.195812,72.962565,55
212,7006,borivali station east,louis wadi,40,800,up,5,19.227846,72.857949,19.195812,72.962565,55
213,7006,cadbury junction thane,louis wadi,1,5,up,53,19.203952,72.968584,19.195812,72.962565,55
214,7006,chena bridge,louis wadi,2,40,up,25,19.275712,72.916131,19.195812,72.962565,55
215,7006,gaimukh,louis wadi,7,105,up,28,19.2854,72.936384,19.195812,72.962565,55
216,7006,gartan pada,louis wadi,12,240,up,13,19.252261,72.867912,19.195812,72.962565,55
217,7006,golden chemicals,louis wadi,9,180,up,15,19.263041,72.873794,19.195812,72.962565,55
218,7006,kapur bawdi,louis wadi,18,90,up,49,19.221197,72.977952,19.195812,72.962565,55
219,7006,magathane depot,louis wadi,13,260,up,0,19.221336,72.866122,19.195812,72.962565,55
